part_number,description,manufacturer,part_type_name,unit_of_measure,tracking_class,is_serialized,lot_tracking,has_shelf_life,shelf_life_days,has_own_logbook,is_hazmat,track_tsn,track_tso,track_csn,track_cso,track_hobbs,review_status,is_active
4195-L,ROD ASSY-RADIUS (1862L),,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
120780-8,TTL BY-PASS VALVE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4193F,UPLOCK ACTUATOR LH,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
AIR19793-4,FLAP ACTUATOR - AIR86460-1,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
B33A036389A,NOSE LANDING GEAR,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
56302-332,STARTER GENERATOR JETSTREAM,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4864D333,COOLING TURBINE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
C-00439-8.,SIGNAL SUMMING UNIT,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4981D333,COOLING TURBINE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
9493A,JACK (UPLOCK),,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
120134-4,FUEL CONTROL UNIT,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4195/F,RADIUS ROD,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
B33A036364A,"R/H MLG, J-32",,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
AIR19335-3,STEERING SELECTOR VALVE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4182F,NLG DOWNLOCK ASSY,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
9481/H,NLG RETRACT JACK,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
AIR19793-5,FLAP ACTUATOR,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
627563-2-4,FUEL SHUT-OFF VALVE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
120134-5,FUEL CONTROL UNIT,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
128714-42 (DOWTY) PRE-05-5423,PROP PITCH CONTROL,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
120743-49,PROP GOVERNOR - HF34,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
AIR10693-4,EMERGENCY SELECTOR VALVE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
9495C,NLG DOWNLOCK,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
31-43040,PROP UNFEATHERING PUMP,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
03333521-53 (MCCAULEY),PROP PITCH CONTROL,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
9493C (SUBASSY OF 4193F/4172F),JACK (UPLOCK),,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4172F,UPLOCK ACTUATOR R/H OR NOSE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4172E,UPLOCK ACTUATOR ASSY,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
M7274Z-4A,FAN VANEAXIAL,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
434A036373,MLG LOWER TOGGLE-101A703040,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4583484,A/C MOTOR ASSY,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
AIR19335-4,STEERING SELECTOR VALVE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-015723-88,PROPELLER CONTROL UNIT (PCU),,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-AIR19743-4,MLG RETRACT ACTUATOR,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-26271-43,ISOLATOR-VIBRATION (LH MOUNT),,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-64675-339,AC GENERATOR,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-8399T25G36,FUEL NOZZLE ASSY (HARFANG),,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-AIR19747-4,NLG RETRACT ACTUATOR,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-8399T25G35,FUEL NOZZLE ASSY (HARFANG),,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-64675-334,AC GENERATOR,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-26271-40,ISOLATOR-VIBRATION (FWD BOT MOUNT),,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-26271-44,ISOLATOR-VIBRATION (RH MOUNT),,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-56313-364,STARTER GENERATOR (HARFANG),,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HB-201.06.53.632,FLAP ACTUATOR,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HB-833.83.45.557,SB 27-010 MOD KIT,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HB-282.23.24.456,OUTFLOW VALVE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HB-43-614883-7,IGNITION EXCITER UNIT,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HB-543272C,GOVERNOR (OVERSPEED),,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HB-208.77.49.537,"INDICATOR,TRIM,TRIPLE",,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-AV49B4033B,FUEL SHUT-OFF VALVE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-120733-8,FUEL PUMP UNIT,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-448-143333-984,MAIN GEAR ASSY,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-83-153343-932,NOSE GEAR DRAG BRACE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-192463-45,PROP. PITCH CONTROL,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-993047502-43,PROPELLER BLADE (DOWTY),,Rotable,each,inventory,TRUE,FALSE,TRUE,730,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-2083W3861,HAWKER LEAD ACID BATTERY,,Rotable,each,inventory,TRUE,FALSE,TRUE,730,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-FW2583-3414,KIT MONOBLOC REBLOCKING,,Rotable,each,inventory,TRUE,FALSE,TRUE,730,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-993047502-9,PROPELLER BLADE (DOWTY),,Rotable,each,inventory,TRUE,FALSE,TRUE,730,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HF-136681-34,CYL.& MANIFOLD ASSY,,Rotable,each,inventory,TRUE,FALSE,TRUE,730,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HB-775CW-9,PUMP ASSY PRESSURE/VACUUM CW,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HB-T481A-335,OXYGEN BOTTLE,,Rotable,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
433A036393,NLG AXLE BRACKET,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
559-329-5 PRE 51-JA263774,FUEL BOOST PUMP PRE 28-JA930441,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
941544,CYLINDER STEERING JACK,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
TR225-43,UNIT-POWER J-32,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
65-8402-47,BAGGAGE POD,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
6435709-9N,TORQUE SIGNAL CONDITIONER,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HTE733304,NON-RETURN VALVE,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
TNAS4357L441-5,FUEL FLOW TRANSMITTER,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
5C50-7,FUEL BOOST PUMP POST SB 28-JA930441,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
AC97737,HYDRAULIC ACCUMULATOR,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4602667B736 (EDGE PN),LEADING EDGE L/H FUSELAGE TO NACELLE HF34,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
ND47404-3,DE-ICE HORN,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
457434-5,FUEL PRESS TX POST 73-JK2960,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4602850H758,ENGINE INTAKE (HF34) (POST-SB),,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
HTE733397,UNION BLKHD WITH NRV,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
57-0762A,RELIEF VALVE,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
541D6,"CONTROL UNIT, DUCT WARNING",,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4583565-7,BINARY PRESSURE SWITCH,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
344-34394-33,GPS (GNS 430AW),,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4602357F737 (ASSY.),LEADING EDGE RH STAB HF34,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
6-4718,MAIN WHEEL ASSY HF34 (BFG),,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4604331C732,PAX DOOR ASSY HF34,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
5640M5-57,WIPER DRIVE ASSY,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
5-4855-4,"BRAKE ASSY, HF34",,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
0585C333,"VALVE, TEMPERATURE CONTROL",,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
K546029,PROP SYNCH CONTROL UNIT,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
43-601733-8,IGNITION EXCITER UNIT,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
642213-46-4,ANTI-ICE VALVE POST SB 75-0009,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
6506-43,WINDSHIELD HEAT CONTROLLER,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
K61960-4,MASK STOWAGE BOX ASSY,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
434A036374,MLG AXLE LH,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
46093B794,L/H OUTBOARD FLAP ASSY HF34,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4602313H734,SUPPORT-ENGINE,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4602547L737,SIDE PANEL ASSY - RH,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4602357F778,LH HORIZONTAL STAB L/EDGE,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
8471YMK16 (PRE SB 50JA233076),FLAP SELECT SWITCH HF34,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
955-5834-334,WX RADAR ANTENNA,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
DVL05-34,OXYGEN VALVE,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
AC99191,BRAKE REDUCER VALVE,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
3134KAM-30,"AMPLIFIER, FUEL",,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
9683-A58-SSS-C,OXYGEN BOTTLE 49.4 CUBIC FT,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4602315E54PF,FEATHER PANEL,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
4602366H58,BOLT ENGINE MOUNT,,Repairable Part,each,inventory,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,to_review,TRUE
